USER_OVERALL_RATING,PREDICTED_OVERALL_RATING,CLEANLINESS,LOCATION,VALUE,ROOMS,SERVICE,SLEEP_QUALITY,,,,,,,
5,5.0891,5,5,5,5,5,5,,,,,,,
5,5.0891,5,5,5,5,5,5,,,,,,,
5,5.0891,5,5,5,5,5,5,,,,,,,
5,5.0891,5,5,5,5,5,5,,,,,,,
5,4.9274,5,5,4,5,5,5,,,,,,,
5,5.0891,5,5,5,5,5,5,,,,,,,
5,5.0891,5,5,5,5,5,5,,,,,,,
1,1.6235,4,5,4,4,1,1,,,,,,,
5,4.8235,5,4,4,5,5,4,,,,,,,
4,4.0422,4,4,4,4,4,5,,,,,,,
5,4.9852,4,4,5,5,5,4,,,,,,,
5,4.8235,5,4,4,5,5,4,,,,,,,
4,4.5021,4,5,4,4,5,3,,,,,,,
5,4.8235,5,4,4,5,5,4,,,,,,,
5,4.606,5,5,4,4,5,4,,,,,,,
5,4.8716,4,4,5,4,5,5,,,,,,,
4,3.7766,4,4,3,4,4,4,,,,,,,
2,2.7317,4,4,4,2,3,3,,,,,,,
3,2.2466,3,3,1,2,3,3,,,,,,,
4,4.8235,5,4,4,5,5,4,,,,,,,
5,4.9274,5,5,4,5,5,5,,,,,,,
5,5.0891,5,4,5,5,5,5,,,,,,,
5,4.8235,5,4,4,5,5,4,,,,,,,
5,4.8235,4,4,4,5,5,4,,,,,,,
5,4.7677,4,5,5,4,5,4,,,,,,,
5,4.7099,5,4,4,4,5,5,,,,,,,
3,4.3404,4,4,3,4,5,3,,,,,,,
5,3.9383,4,4,4,4,4,4,,,,,,,
5,4.606,5,5,4,4,5,4,,,,,,,
2,2.9472,4,4,2,4,3,4,,,,,,,
5,3.9383,4,4,4,4,4,4,,,,,,,
5,4.606,4,5,4,4,5,4,,,,,,,
5,4.7677,5,4,5,4,5,4,,,,,,,
5,4.8716,4,4,5,4,5,5,,,,,,,
5,4.606,5,5,4,4,5,4,,,,,,,
5,4.8235,5,4,4,5,5,4,,,,,,,
3,3.1089,4,4,3,4,3,4,,,,,,,
5,4.7677,5,4,5,4,5,4,,,,,,,
5,4.8235,5,4,4,5,5,4,,,,,,,
2,1.7735,4,4,3,4,1,4,,,,,,,
5,4.9274,5,5,4,5,5,5,,,,,,,
5,4.7099,4,4,4,4,5,5,,,,,,,
5,5.0891,5,5,5,5,5,5,,,,,,,
4,4.606,4,5,4,4,5,4,,,,,,,
5,4.4924,4,4,4,3,5,5,,,,,,,
5,4.8716,4,4,5,4,5,5,,,,,,,
2,2.2795,4,5,2,4,2,4,,,,,,,
5,4.7099,5,4,4,4,5,5,,,,,,,
5,4.7099,4,4,4,4,5,5,,,,,,,
5,4.7099,4,5,4,4,5,5,,,,,,,
5,4.7677,5,4,5,4,5,4,,,,,,,
5,4.9852,4,4,5,5,5,4,,,,,,,
4,3.9383,4,4,4,4,4,4,,,,,,,
4,4.606,5,4,4,4,5,4,,,,,,,
5,4.8235,5,4,4,5,5,4,,,,,,,
5,4.606,5,5,4,4,5,4,,,,,,,
5,4.8716,4,4,5,4,5,5,,,,,,,
5,4.606,5,5,4,4,5,4,,,,,,,
5,4.7677,5,4,5,4,5,4,,,,,,,
5,4.8235,5,4,4,5,5,4,,,,,,,
5,4.8235,5,4,4,5,5,4,,,,,,,
5,4.8235,4,4,4,5,5,4,,,,,,,
5,3.9383,4,5,4,4,4,4,,,,,,,
5,4.8235,4,5,4,5,5,4,,,,,,,
5,4.1558,4,5,4,5,4,4,,,,,,,
4,4.7099,5,4,4,4,5,5,,,,,,,
5,4.7099,4,5,4,4,5,5,,,,,,,
5,5.0891,5,5,5,5,5,5,,,,,,,
5,5.0891,5,5,5,5,5,5,,,,,,,
5,5.0891,5,5,5,5,5,5,,,,,,,
5,5.0891,5,5,5,5,5,5,,,,,,,
4,4.7099,4,5,4,4,5,5,,,,,,,
5,5.0891,5,5,5,5,5,5,,,,,,,
5,5.0891,5,5,5,5,5,5,,,,,,,
5,5.0891,5,5,5,5,5,5,,,,,,,
4,4.8235,5,4,4,5,5,4,,,,,,,
5,4.9274,5,5,4,5,5,5,,,,,,,
5,5.0891,5,5,5,5,5,5,,,,,,,
5,4.9852,4,4,5,5,5,4,,,,,,,
4,4.1,4,4,5,4,4,4,,,,,,,
4,3.9383,5,4,4,4,4,4,,,,,,,
5,4.7677,4,4,5,4,5,4,,,,,,,
5,4.7677,5,4,5,4,5,4,,,,,,,
5,4.7099,4,5,4,4,5,5,,,,,,,
5,4.7677,4,4,5,4,5,4,,,,,,,
5,4.8716,4,4,5,4,5,5,,,,,,,
5,4.7677,4,4,5,4,5,4,,,,,,,
4,3.9383,4,5,4,4,4,4,,,,,,,
5,4.7677,5,4,5,4,5,4,,,,,,,
5,4.7099,4,5,4,4,5,5,,,,,,,
5,4.7099,4,5,4,4,5,5,,,,,,,
3,3.2706,4,5,4,4,3,4,,,,,,,
2,2.8914,4,4,3,3,3,4,,,,,,,
5,4.606,5,4,4,4,5,4,,,,,,,
5,5.0891,5,5,5,5,5,5,,,,,,,
4,4.2597,5,5,4,5,4,5,,,,,,,
5,5.0891,5,5,5,5,5,5,,,,,,,
5,4.7099,5,5,4,4,5,5,,,,,,,
5,3.9383,4,5,4,4,4,4,,,,,,,
4,4.606,4,5,4,4,5,4,,,,,,,
5,5.0891,5,5,5,5,5,5,,,,,,,
5,5.0891,5,5,5,5,5,5,,,,,,,
4,4.2385,5,5,5,3,5,1,,,,,,,
4,3.663,4,3,3,3,4,5,,,,,,,
4,4.2039,5,5,5,4,4,5,,,,,,,
4,3.9383,4,5,4,4,4,4,,,,,,,
3,4.606,4,5,4,4,5,4,,,,,,,
5,5.0891,5,5,5,5,5,5,,,,,,,
4,3.9383,5,4,4,4,4,4,,,,,,,
5,4.7677,4,5,5,4,5,4,,,,,,,
5,4.606,4,5,4,4,5,4,,,,,,,
5,4.9852,4,4,5,5,5,4,,,,,,,
5,4.3982,4,4,4,4,5,2,,,,,,,
5,4.606,5,5,4,4,5,4,,,,,,,
5,4.9274,4,4,4,5,5,5,,,,,,,
4,3.9383,4,5,4,4,4,4,,,,,,,
3,4.0651,3,4,2,3,5,4,,,,,,,
3,2.2795,3,5,2,4,2,4,,,,,,,
5,4.7657,5,5,3,5,5,5,,,,,,,
5,5.0891,5,5,5,5,5,5,,,,,,,
5,4.9274,5,5,4,5,5,5,,,,,,,
5,5.0891,5,5,5,5,5,5,,,,,,,
5,4.9274,4,4,4,5,5,5,,,,,,,
5,4.9274,5,5,4,5,5,5,,,,,,,
5,5.0891,5,5,5,5,5,5,,,,,,,
5,5.0891,5,5,5,5,5,5,,,,,,,
