USER_OVERALL_RATING,PREDICTED_OVERALL_RATING,CLEANLINESS,LOCATION,VALUE,ROOMS,SERVICE,SLEEP_QUALITY
4,3.7698,4,4,3,4,4,4
4,4.8674,5,5,5,5,5,3
5,4.4664,5,5,4,5,4,5
5,5.1374,5,5,5,5,5,5
5,4.9055,5,5,5,4,5,5
5,5.1374,5,5,5,5,5,5
5,4.6022,5,5,4,4,5,4
4,4.3698,4,5,4,5,4,5
5,4.6658,5,5,3,5,5,4
5,4.7693,5,4,4,5,5,4
5,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
5,4.9691,5,5,4,5,5,5
5,4.9691,5,5,4,5,5,5
5,5.1374,5,5,5,5,5,5
4,3.9381,4,4,4,4,4,4
5,5.1374,5,5,5,5,5,5
3,4.4664,5,5,4,5,4,5
4,3.5002,4,5,4,4,3,4
5,4.9691,5,5,4,5,5,5
4,4.2341,5,4,3,4,5,3
5,5.1374,5,5,5,5,5,5
5,4.7375,4,5,4,5,5,4
5,4.5056,4,5,4,4,5,4
1,2.0427,1,4,1,1,4,1
5,4.9055,5,5,5,4,5,5
5,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
5,4.6347,5,5,5,5,4,5
4,3.7698,4,4,3,4,4,4
5,5.1374,5,5,5,5,5,5
3,3.4152,1,3,3,4,4,4
5,4.8341,5,5,4,5,5,4
5,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
5,4.7705,5,5,5,4,5,4
5,5.0024,5,5,5,5,5,4
5,4.6739,4,5,5,4,5,4
5,4.7057,5,4,5,4,5,4
4,4.3058,4,4,4,4,5,3
1,3.9381,4,4,4,4,4,4
5,4.7375,4,5,4,5,5,4
5,4.7441,4,4,5,4,5,5
4,4.2089,4,4,4,3,5,4
5,4.8077,4,4,4,5,5,5
4,3.3319,4,5,3,4,3,4
5,4.6724,5,4,4,4,5,5
4,4.1064,4,4,5,4,4,4
4,4.2348,4,5,4,5,4,4
5,4.6724,5,4,4,4,5,5
5,4.7375,4,5,4,5,5,4
5,4.4741,4,4,5,4,5,3
5,4.6022,5,5,4,4,5,4
5,4.6022,5,5,4,4,5,4
5,4.6739,4,5,5,4,5,4
3,2.4682,3,5,2,2,3,3
5,5.1374,5,5,5,5,5,5
5,4.8341,5,5,4,5,5,4
5,4.0029,4,5,4,4,4,4
5,5.1374,5,5,5,5,5,5
5,4.9055,5,5,5,4,5,5
5,4.9055,5,5,5,4,5,5
4,4.8077,4,4,4,5,5,5
5,4.7057,5,4,5,4,5,4
5,5.1374,5,5,5,5,5,5
5,4.9691,5,5,4,5,5,5
2,0.5346,1,4,1,1,1,1
5,5.0024,5,5,5,5,5,4
5,4.9058,4,5,5,5,5,4
5,5.1374,5,5,5,5,5,5
3,3.9053,5,4,3,2,5,4
4,4.0029,4,5,4,4,4,4
5,4.9376,5,4,5,5,5,4
5,4.9055,5,5,5,4,5,5
5,5.1374,5,5,5,5,5,5
5,4.6355,5,5,5,4,5,3
4,4.2678,5,5,5,4,4,4
2,2.469,3,5,2,1,4,1
5,5.1374,5,5,5,5,5,5
4,3.9381,4,4,4,4,4,4
5,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
5,4.9691,5,5,4,5,5,5
5,5.1374,5,5,5,5,5,5
4,4.3691,5,4,3,4,5,4
4,3.9381,4,4,4,4,4,4
5,5.1374,5,5,5,5,5,5
3,2.7334,3,5,3,3,3,2
4,3.6348,4,4,3,4,4,3
4,3.7698,4,4,3,4,4,4
5,5.1374,5,5,5,5,5,5
3,4.6406,4,5,4,4,5,5
5,5.0408,4,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
4,4.5056,4,5,4,4,5,4
4,4.5689,5,5,3,4,5,5
4,4.0413,3,5,4,4,4,5
5,5.1374,5,5,5,5,5,5
4,3.9381,4,4,4,4,4,4
4,2.9009,3,5,4,4,2,4
5,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
4,3.9381,4,4,4,4,4,4
2,2.7395,2,4,4,4,2,4
5,4.5758,4,4,4,4,5,5
3,3.667,5,4,4,4,3,5
5,4.8077,4,4,4,5,5,5
5,4.6406,4,5,4,4,5,5
5,4.7441,4,4,5,4,5,5
2,2.4029,2,4,2,4,2,4
5,4.7441,4,4,5,4,5,5
3,2.8625,4,5,4,4,2,3
5,4.841,4,4,5,5,5,4
4,3.7639,5,4,4,5,3,4
5,4.5374,5,4,4,4,5,4
5,4.6022,5,5,4,4,5,4
5,4.6406,4,5,4,4,5,5
4,4.7441,4,4,5,4,5,5
5,3.9381,4,4,4,4,4,4
5,4.2666,5,4,4,5,4,4
4,4.4408,4,4,4,4,5,4
3,3.3319,4,5,3,4,3,4
5,4.7057,5,4,5,4,5,4
5,4.7441,4,4,5,4,5,5
5,4.841,4,4,5,5,5,4
2,3.3004,4,4,4,4,3,3
2,2.3063,1,4,2,4,2,4
4,4.5374,5,4,4,4,5,4
3,3.0282,4,4,1,4,4,1
4,3.9381,4,4,4,4,4,4
5,4.6406,4,5,4,4,5,5
4,4.2725,4,4,3,4,5,4
4,3.9381,4,4,4,4,4,4
5,4.6724,5,4,4,4,5,5
5,4.7441,4,4,5,4,5,5
5,4.7057,5,4,5,4,5,4
4,3.9381,4,4,4,4,4,4
4,3.4354,4,4,4,4,3,4
5,4.6406,4,5,4,4,5,5
3,3.6663,4,5,2,4,4,4
4,4.0029,4,5,4,4,4,4
4,3.9381,4,4,4,4,4,4
5,4.6724,5,4,4,4,5,5
5,5.1374,5,5,5,5,5,5
5,4.7057,5,4,5,4,5,4
5,5.1374,5,5,5,5,5,5
4,4.068,5,4,5,4,4,3
3,2.5702,4,3,2,2,3,4
5,5.1374,5,5,5,5,5,5
4,5.1374,5,5,5,5,5,5
4,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
5,4.841,4,4,5,5,5,4
5,5.1374,5,5,5,5,5,5
5,4.0032,5,3,5,4,4,3
5,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
4,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
4,4.7705,5,5,5,4,5,4
5,5.1374,5,5,5,5,5,5
5,4.7693,5,4,4,5,5,4
4,5.1374,5,5,5,5,5,5
4,4.3062,4,5,5,4,4,5
5,4.5374,5,4,4,4,5,4
4,4.6724,5,4,4,4,5,5
4,4.5374,5,4,4,4,5,4
4,3.9637,5,5,4,5,3,5
4,5.1374,5,5,5,5,5,5
4,3.9381,4,4,4,4,4,4
4,3.8664,5,4,3,4,4,4
4,4.0347,5,4,4,4,4,4
4,4.9691,5,5,4,5,5,5
5,5.1374,5,5,5,5,5,5
4,4.6355,5,5,5,4,5,3
5,4.6347,5,5,5,5,4,5
4,4.7372,5,5,4,4,5,5
4,4.9376,5,4,5,5,5,4
4,4.4408,4,4,4,4,5,4
5,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
5,4.6406,4,5,4,4,5,5
5,4.7057,5,4,5,4,5,4
5,4.6724,5,4,4,4,5,5
5,4.841,4,4,5,5,5,4
5,4.6022,5,5,4,4,5,4
5,4.6022,5,5,4,4,5,4
5,4.7375,4,5,4,5,5,4
5,4.7693,5,4,4,5,5,4
5,4.6022,5,5,4,4,5,4
5,4.6406,4,5,4,4,5,5
5,4.7375,4,5,4,5,5,4
5,4.6724,5,4,4,4,5,5
5,4.841,4,4,5,5,5,4
5,4.0995,5,5,4,4,4,4
5,4.7057,5,4,5,4,5,4
5,4.6406,4,5,4,4,5,5
5,4.7693,5,4,4,5,5,4
5,4.5056,4,5,4,4,5,4
5,4.4408,4,4,4,4,5,4
5,4.841,4,4,5,5,5,4
5,4.8077,4,4,4,5,5,5
4,4.5374,5,4,4,4,5,4
5,3.8028,5,4,4,3,4,4
1,3.3388,3,4,4,4,3,4
5,4.17,4,4,4,5,4,4
5,4.6406,4,5,4,4,5,5
5,4.7057,5,4,5,4,5,4
5,4.6724,5,4,4,4,5,5
4,4.0406,4,4,3,3,5,4
5,4.6739,4,5,5,4,5,4
1,1.3293,4,4,4,1,1,1
5,4.7057,5,4,5,4,5,4
4,3.8031,4,4,4,4,4,3
4,4.6739,4,5,5,4,5,4
2,2.2753,2,3,3,2,3,2
3,3.4424,2,4,3,3,5,1
5,5.1374,5,5,5,5,5,5
5,3.1266,5,5,5,5,1,5
5,5.1374,5,5,5,5,5,5
3,3.3389,4,3,3,2,5,1
5,4.5056,4,5,4,4,5,4
3,2.8735,4,3,3,2,3,5
4,5.1374,5,5,5,5,5,5
4,3.6037,4,4,5,4,3,4
4,4.3062,4,5,5,4,4,5
5,5.1374,5,5,5,5,5,5
4,4.2402,4,3,4,5,4,5
5,4.2345,5,5,4,4,4,5
5,4.7375,4,5,4,5,5,4
5,5.0726,5,4,5,5,5,5
5,5.1374,5,5,5,5,5,5
3,3.1387,4,3,4,3,3,4
5,5.0726,5,4,5,5,5,5
5,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
3,3.6414,4,3,4,3,4,4
4,3.9706,4,4,5,5,3,5
1,1.6632,3,4,3,3,1,2
3,3.0088,3,3,3,3,3,5
3,4.0083,4,3,4,4,4,5
5,4.7375,4,5,4,5,5,4
5,4.8077,4,4,4,5,5,5
4,4.0347,5,4,4,4,4,4
5,4.6406,4,5,4,4,5,5
5,4.5374,5,4,4,4,5,4
5,4.7693,5,4,4,5,5,4
4,4.0029,4,5,4,4,4,4
4,3.532,5,4,4,4,3,4
5,4.7693,5,4,4,5,5,4
4,3.9389,4,4,4,3,5,2
4,3.9381,4,4,4,4,4,4
5,4.7057,5,4,5,4,5,4
4,4.7693,5,4,4,5,5,4
4,4.0347,5,4,4,4,4,4
5,4.6739,4,5,5,4,5,4
5,4.6739,4,5,5,4,5,4
5,4.7441,4,4,5,4,5,5
4,3.9381,4,4,4,4,4,4
2,2.1402,1,4,4,4,1,4
4,4.7057,5,4,5,4,5,4
5,4.6091,4,4,5,4,5,4
5,4.6724,5,4,4,4,5,5
5,4.7057,5,4,5,4,5,4
4,4.0731,4,4,4,4,4,5
5,4.6727,4,4,4,5,5,4
5,4.6724,5,4,4,4,5,5
5,3.9381,4,4,4,4,4,4
4,4.6739,4,5,5,4,5,4
5,4.6091,4,4,5,4,5,4
5,4.5374,5,4,4,4,5,4
5,4.6739,4,5,5,4,5,4
3,4.1759,3,4,3,4,5,4
4,4.6091,4,4,5,4,5,4
5,4.4408,4,4,4,4,5,4
5,4.8077,4,4,4,5,5,5
5,4.4408,4,4,4,4,5,4
5,4.6739,4,5,5,4,5,4
4,4.5056,4,5,4,4,5,4
4,4.6739,4,5,5,4,5,4
5,4.7057,5,4,5,4,5,4
4,3.9381,4,4,4,4,4,4
5,4.3383,4,4,5,5,4,4
5,4.7693,5,4,4,5,5,4
5,4.3383,4,4,5,5,4,4
5,4.0995,5,5,4,4,4,4
5,4.7057,5,4,5,4,5,4
5,4.7693,5,4,4,5,5,4
4,2.7008,4,4,4,3,2,4
4,3.6037,4,4,5,4,3,4
5,4.5374,5,4,4,4,5,4
4,3.9381,4,4,4,4,4,4
4,3.8415,3,4,4,4,4,4
4,4.0029,4,5,4,4,4,4
5,4.8077,4,4,4,5,5,5
3,2.0934,4,4,2,4,1,4
3,2.2757,2,4,4,2,2,4
5,4.6724,5,4,4,4,5,5
5,4.6727,4,4,4,5,5,4
5,4.6724,5,4,4,4,5,5
5,4.7441,4,4,5,4,5,5
5,4.6739,4,5,5,4,5,4
5,4.7057,5,4,5,4,5,4
5,4.6739,4,5,5,4,5,4
5,4.7057,5,4,5,4,5,4
5,4.6406,4,5,4,4,5,5
5,4.6406,4,5,4,4,5,5
4,4.5374,5,4,4,4,5,4
5,4.6739,4,5,5,4,5,4
2,4.0029,4,5,4,4,4,4
5,4.6022,5,5,4,4,5,4
5,4.6406,4,5,4,4,5,5
5,4.841,4,4,5,5,5,4
4,3.9381,4,4,4,4,4,4
5,4.7375,4,5,4,5,5,4
5,4.7375,4,5,4,5,5,4
5,4.841,4,4,5,5,5,4
5,4.6406,4,5,4,4,5,5
4,4.4408,4,4,4,4,5,4
5,4.5056,4,5,4,4,5,4
5,4.7375,4,5,4,5,5,4
5,4.7375,4,5,4,5,5,4
5,4.7057,5,4,5,4,5,4
5,4.0347,5,4,4,4,4,4
5,4.6022,5,5,4,4,5,4
5,4.7441,4,4,5,4,5,5
4,4.4408,4,4,4,4,5,4
5,4.8077,4,4,4,5,5,5
5,3.9381,4,4,4,4,4,4
4,3.9381,4,4,4,4,4,4
2,2.809,1,4,2,4,3,4
5,4.6739,4,5,5,4,5,4
4,4.7057,5,4,5,4,5,4
5,4.841,4,4,5,5,5,4
5,4.6022,5,5,4,4,5,4
1,1.3293,4,4,4,1,1,1
4,4.5758,4,4,4,4,5,5
4,4.6406,4,5,4,4,5,5
2,2.4689,4,4,4,2,2,4
5,4.7441,4,4,5,4,5,5
2,2.9526,1,4,4,1,4,4
5,4.6739,4,5,5,4,5,4
1,1.2294,4,4,1,1,1,4
5,4.6406,4,5,4,4,5,5
4,3.9381,4,4,4,4,4,4
2,2.363,4,3,1,4,2,4
5,4.5056,4,5,4,4,5,4
5,5.1374,5,5,5,5,5,5
5,4.0662,5,5,3,4,4,5
5,4.2348,4,5,4,5,4,4
5,4.4664,5,5,4,5,4,5
5,4.8725,4,5,4,5,5,5
5,5.0408,4,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
4,3.9381,4,4,4,4,4,4
2,1.1913,4,4,1,2,1,2
5,4.4664,5,5,4,5,4,5
5,4.8725,4,5,4,5,5,5
5,5.1374,5,5,5,5,5,5
5,3.9381,4,4,4,4,4,4
5,5.1374,5,5,5,5,5,5
5,4.3698,4,5,4,5,4,5
5,4.9691,5,5,4,5,5,5
4,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
4,4.9691,5,5,4,5,5,5
5,4.7693,5,4,4,5,5,4
4,3.738,3,5,3,4,4,4
4,4.0029,4,5,4,4,4,4
5,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
4,4.9691,5,5,4,5,5,5
3,3.4672,3,5,3,5,3,4
4,4.7693,5,4,4,5,5,4
2,2.79,5,5,3,5,1,5
5,5.1374,5,5,5,5,5,5
4,3.9063,3,5,4,4,4,4
5,4.6406,4,5,4,4,5,5
4,4.8341,5,5,4,5,5,4
5,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
5,4.8341,5,5,4,5,5,4
5,5.0726,5,4,5,5,5,5
5,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
5,5.0726,5,4,5,5,5,5
5,4.8674,5,5,5,5,5,3
4,4.9376,5,4,5,5,5,4
5,5.1374,5,5,5,5,5,5
5,4.7375,4,5,4,5,5,4
5,5.1374,5,5,5,5,5,5
5,4.9691,5,5,4,5,5,5
5,4.6347,5,5,5,5,4,5
5,5.1374,5,5,5,5,5,5
5,4.9043,5,4,4,5,5,5
5,5.1374,5,5,5,5,5,5
5,5.0024,5,5,5,5,5,4
3,3.2671,4,4,3,4,3,4
4,4.203,5,4,5,4,4,4
4,3.6937,5,5,4,5,3,3
5,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
4,3.8679,4,5,4,4,4,3
5,4.4016,5,4,4,5,4,5
5,5.0726,5,4,5,5,5,5
5,5.1374,5,5,5,5,5,5
4,2.9327,4,4,4,4,2,4
5,5.0024,5,5,5,5,5,4
5,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
3,4.241,4,3,4,4,5,3
5,4.7057,5,4,5,4,5,4
5,4.5974,5,5,5,5,5,1
5,5.1374,5,5,5,5,5,5
5,5.0726,5,4,5,5,5,5
5,3.8682,5,3,5,4,4,2
5,5.1374,5,5,5,5,5,5
2,2.4091,2,2,2,3,3,3
5,5.1374,5,5,5,5,5,5
5,4.841,4,4,5,5,5,4
5,4.6793,4,3,5,4,5,5
5,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
3,3.1655,5,5,5,3,2,5
3,2.7011,3,4,4,4,2,3
2,1.8689,2,5,2,2,2,3
3,3.3063,3,4,3,3,4,3
4,4.8008,5,5,3,5,5,5
3,1.6551,4,4,1,4,1,2
5,4.8725,4,5,4,5,5,5
5,4.9691,5,5,4,5,5,5
4,4.544,3,5,4,4,5,5
5,5.1374,5,5,5,5,5,5
5,4.6022,5,5,4,4,5,4
3,2.6032,3,5,2,2,3,4
3,3.6015,4,4,2,4,4,4
1,1.6048,1,5,1,1,3,1
4,4.9691,5,5,4,5,5,5
4,4.0995,5,5,4,4,4,4
4,4.0995,5,5,4,4,4,4
4,4.3698,4,5,4,5,4,5
4,3.7639,5,4,4,5,3,4
3,3.5766,2,4,3,4,4,4
4,3.4354,4,4,4,4,3,4
5,4.7375,4,5,4,5,5,4
5,4.7693,5,4,4,5,5,4
5,4.7057,5,4,5,4,5,4
5,4.7441,4,4,5,4,5,5
4,4.4016,5,4,4,5,4,5
4,4.9055,5,5,5,4,5,5
1,2.3311,4,1,1,4,3,1
5,5.1374,5,5,5,5,5,5
1,2.43,4,4,4,4,1,4
2,2.4619,4,4,2,3,3,1
2,2.0749,2,4,2,1,3,3
4,4.1064,4,4,5,4,4,4
5,5.1374,5,5,5,5,5,5
4,4.5758,4,4,4,4,5,5
4,5.0408,4,5,5,5,5,5
1,2.332,3,4,1,3,3,2
4,4.2015,4,5,3,5,4,5
5,4.5374,5,4,4,4,5,4
5,5.1374,5,5,5,5,5,5
3,3.1065,3,3,3,3,4,2
5,4.4672,5,5,4,4,5,3
4,4.5056,4,5,4,4,5,4
3,4.1057,3,5,3,4,5,3
4,4.409,3,5,4,4,5,4
5,5.1374,5,5,5,5,5,5
4,3.9381,4,4,4,4,4,4
5,5.1374,5,5,5,5,5,5
4,4.6347,5,5,5,5,4,5
4,4.4664,5,5,4,5,4,5
4,4.2678,5,5,5,4,4,4
4,4.6406,4,5,4,4,5,5
3,3.674,3,4,3,3,5,2
5,4.9691,5,5,4,5,5,5
5,4.9691,5,5,4,5,5,5
3,3.5061,3,5,3,3,4,4
5,5.0024,5,5,5,5,5,4
5,4.3314,5,5,4,5,4,4
5,4.7705,5,5,5,4,5,4
5,5.0408,4,5,5,5,5,5
4,3.6996,4,5,3,4,4,3
5,5.1374,5,5,5,5,5,5
5,4.8341,5,5,4,5,5,4
5,5.1374,5,5,5,5,5,5
4,3.8346,4,5,3,4,4,4
5,5.0408,4,5,5,5,5,5
5,4.7693,5,4,4,5,5,4
5,3.499,4,4,3,5,3,4
5,4.7375,4,5,4,5,5,4
5,4.841,4,4,5,5,5,4
5,4.5758,4,4,4,4,5,5
5,4.7441,4,4,5,4,5,5
5,4.7441,4,4,5,4,5,5
2,3.3775,1,4,4,5,3,4
4,3.9381,4,4,4,4,4,4
4,4.6739,4,5,5,4,5,4
5,4.7693,5,4,4,5,5,4
5,4.5374,5,4,4,4,5,4
4,3.9381,4,4,4,4,4,4
3,2.295,4,4,4,4,1,3
4,3.8664,5,4,3,4,4,4
5,4.6739,4,5,5,4,5,4
5,4.6022,5,5,4,4,5,4
2,2.7275,4,5,4,4,2,2
2,3.3366,3,4,1,4,4,4
4,3.9381,4,4,4,4,4,4
5,4.7057,5,4,5,4,5,4
5,4.6739,4,5,5,4,5,4
4,3.9381,4,4,4,4,4,4
5,4.4664,5,5,4,5,4,5
4,3.9381,4,4,4,4,4,4
1,2.1402,1,4,4,4,1,4
5,4.6406,4,5,4,4,5,5
5,3.7698,4,4,3,4,4,4
5,4.7375,4,5,4,5,5,4
3,4.4408,4,4,4,4,5,4
5,4.8077,4,4,4,5,5,5
5,4.6406,4,5,4,4,5,5
5,4.6091,4,4,5,4,5,4
5,4.7441,4,4,5,4,5,5
5,4.8077,4,4,4,5,5,5
4,3.1643,5,4,4,4,2,5
4,4.3058,4,4,4,4,5,3
5,4.8077,4,4,4,5,5,5
3,3.4354,4,4,4,4,3,4
1,1.9899,4,5,1,4,1,4
4,4.17,4,4,4,5,4,4
5,4.8077,4,4,4,5,5,5
4,3.8031,4,4,4,4,4,3
4,3.6352,4,5,4,4,3,5
4,3.8031,4,4,4,4,4,3
5,4.305,4,4,4,5,4,5
4,4.0029,4,5,4,4,4,4
5,4.5056,4,5,4,4,5,4
5,4.2666,5,4,4,5,4,4
5,4.7375,4,5,4,5,5,4
5,4.6091,4,4,5,4,5,4
5,4.6406,4,5,4,4,5,5
5,4.0731,4,4,4,4,4,5
5,4.7441,4,4,5,4,5,5
5,4.7441,4,4,5,4,5,5
5,4.2414,4,4,5,4,4,5
5,4.6739,4,5,5,4,5,4
5,4.6724,5,4,4,4,5,5
5,4.6724,5,4,4,4,5,5
5,4.6406,4,5,4,4,5,5
5,4.7693,5,4,4,5,5,4
5,4.6727,4,4,4,5,5,4
5,4.0347,5,4,4,4,4,4
5,4.3383,4,4,5,5,4,4
5,4.0731,4,4,4,4,4,5
5,4.7693,5,4,4,5,5,4
5,4.841,4,4,5,5,5,4
5,4.4408,4,4,4,4,5,4
5,4.5056,4,5,4,4,5,4
2,2.3982,3,5,4,4,1,4
5,4.7693,5,4,4,5,5,4
5,4.6022,5,5,4,4,5,4
5,4.6739,4,5,5,4,5,4
4,3.2671,4,4,3,4,3,4
5,4.6022,5,5,4,4,5,4
5,4.6724,5,4,4,4,5,5
5,4.6022,5,5,4,4,5,4
4,3.9381,4,4,4,4,4,4
5,4.6724,5,4,4,4,5,5
3,3.2671,4,4,3,4,3,4
4,4.0029,4,5,4,4,4,4
3,3.0685,4,4,4,3,3,3
5,3.532,5,4,4,4,3,4
4,3.2035,4,4,4,3,3,4
4,4.0995,5,5,4,4,4,4
5,4.7441,4,4,5,4,5,5
4,3.6027,4,5,3,3,4,4
5,5.1374,5,5,5,5,5,5
3,3.7321,4,5,4,5,3,4
5,5.1374,5,5,5,5,5,5
4,3.7461,2,5,5,3,4,4
5,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
4,4.5381,4,5,5,5,4,5
5,4.7441,4,4,5,4,5,5
5,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
2,1.1075,1,3,1,1,2,2
1,0.4698,1,3,1,1,1,1
4,4.1712,4,5,5,4,4,4
5,5.0408,4,5,5,5,5,5
5,4.8725,4,5,4,5,5,5
5,4.8089,4,5,5,4,5,5
4,3.8031,4,4,4,4,4,3
4,4.0029,4,5,4,4,4,4
4,4.2089,4,4,4,3,5,4
1,2.5066,2,5,2,2,3,4
1,1.5341,2,4,2,2,2,1
4,5.0726,5,4,5,5,5,5
3,3.7772,2,5,3,3,5,3
4,4.6406,4,5,4,4,5,5
2,1.3073,1,4,1,1,2,3
4,3.7698,4,4,3,4,4,4
5,5.1374,5,5,5,5,5,5
5,4.7123,3,5,5,4,5,5
5,4.5758,4,4,4,4,5,5
4,4.5773,3,5,5,4,5,4
4,4.6347,5,5,5,5,4,5
3,2.3335,2,5,2,3,3,1
4,4.3058,4,4,4,4,5,3
5,4.6739,4,5,5,4,5,4
5,5.1374,5,5,5,5,5,5
3,4.1108,2,5,2,4,5,5
4,4.0029,4,5,4,4,4,4
5,4.8077,4,4,4,5,5,5
5,4.6724,5,4,4,4,5,5
5,5.1374,5,5,5,5,5,5
3,3.2035,4,4,4,3,3,4
4,3.4354,4,4,4,4,3,4
5,4.5056,4,5,4,4,5,4
4,3.9381,4,4,4,4,4,4
5,4.7693,5,4,4,5,5,4
5,4.5758,4,4,4,4,5,5
4,3.3004,4,4,4,4,3,3
4,3.8679,4,5,4,4,4,3
5,4.841,4,4,5,5,5,4
5,4.7441,4,4,5,4,5,5
5,4.6727,4,4,4,5,5,4
4,4.5374,5,4,4,4,5,4
4,4.0347,5,4,4,4,4,4
5,4.5758,4,4,4,4,5,5
5,4.6724,5,4,4,4,5,5
4,3.9381,4,4,4,4,4,4
3,2.7644,4,4,3,4,2,4
5,4.841,4,4,5,5,5,4
4,4.5374,5,4,4,4,5,4
5,4.6724,5,4,4,4,5,5
5,4.7693,5,4,4,5,5,4
5,4.5374,5,4,4,4,5,4
5,4.6022,5,5,4,4,5,4
5,4.7441,4,4,5,4,5,5
5,4.7693,5,4,4,5,5,4
5,4.841,4,4,5,5,5,4
5,4.8077,4,4,4,5,5,5
5,4.6091,4,4,5,4,5,4
4,4.0731,4,4,4,4,4,5
4,4.7441,4,4,5,4,5,5
5,4.841,4,4,5,5,5,4
5,4.841,4,4,5,5,5,4
4,4.4408,4,4,4,4,5,4
4,4.5056,4,5,4,4,5,4
5,4.6739,4,5,5,4,5,4
5,4.7375,4,5,4,5,5,4
4,4.4408,4,4,4,4,5,4
4,3.9381,4,4,4,4,4,4
4,3.9381,4,4,4,4,4,4
4,3.9381,4,4,4,4,4,4
3,3.7062,4,4,4,3,4,4
5,4.5056,4,5,4,4,5,4
2,2.3598,4,5,4,4,1,3
5,4.6724,5,4,4,4,5,5
5,4.6724,5,4,4,4,5,5
5,4.7693,5,4,4,5,5,4
5,4.6022,5,5,4,4,5,4
5,4.6724,5,4,4,4,5,5
5,4.8077,4,4,4,5,5,5
4,3.9381,4,4,4,4,4,4
5,4.6091,4,4,5,4,5,4
5,4.841,4,4,5,5,5,4
5,4.841,4,4,5,5,5,4
5,4.8077,4,4,4,5,5,5
5,4.5374,5,4,4,4,5,4
5,4.6724,5,4,4,4,5,5
5,4.841,4,4,5,5,5,4
2,2.7397,4,4,4,1,3,4
4,4.4408,4,4,4,4,5,4
4,4.0098,3,4,5,4,4,4
5,4.5056,4,5,4,4,5,4
5,4.841,4,4,5,5,5,4
5,4.8077,4,4,4,5,5,5
4,4.5056,4,5,4,4,5,4
5,4.6724,5,4,4,4,5,5
5,4.6022,5,5,4,4,5,4
5,4.7375,4,5,4,5,5,4
5,4.7375,4,5,4,5,5,4
5,4.5056,4,5,4,4,5,4
5,4.4408,4,4,4,4,5,4
5,4.8077,4,4,4,5,5,5
5,4.7057,5,4,5,4,5,4
5,4.8077,4,4,4,5,5,5
5,4.7375,4,5,4,5,5,4
5,4.841,4,4,5,5,5,4
2,4.7441,4,4,5,4,5,5
5,4.6724,5,4,4,4,5,5
5,5.1374,5,5,5,5,5,5
4,4.0029,4,5,4,4,4,4
5,5.1374,5,5,5,5,5,5
4,4.9691,5,5,4,5,5,5
1,1.4445,1,4,4,1,1,4
5,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
5,5.0024,5,5,5,5,5,4
4,3.8671,4,5,4,5,3,5
4,4.6022,5,5,4,4,5,4
4,4.4792,3,4,4,4,5,5
4,3.9381,4,4,4,4,4,4
4,3.6688,3,5,5,5,3,3
2,2.1652,4,3,2,2,3,1
3,3.4413,3,4,3,3,4,4
3,2.6668,3,5,1,3,3,4
4,3.9714,4,4,5,4,4,3
5,5.0726,5,4,5,5,5,5
5,5.1374,5,5,5,5,5,5
4,4.4726,5,3,4,4,5,4
4,3.9381,4,4,4,4,4,4
5,5.0726,5,4,5,5,5,5
5,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
1,2.572,2,4,3,3,3,2
5,5.1374,5,5,5,5,5,5
5,4.9043,5,4,4,5,5,5
4,4.2981,5,5,3,5,4,5
5,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
5,5.0726,5,4,5,5,5,5
4,4.5125,3,4,5,4,5,4
5,4.8674,5,5,5,5,5,3
5,4.4408,4,4,4,4,5,4
5,5.1374,5,5,5,5,5,5
