USER_OVERALL_RATING,PREDICTED_OVERALL_RATING,CLEANLINESS,LOCATION,VALUE,ROOMS,SERVICE,SLEEP_QUALITY
5,4.5374,5,4,4,4,5,4
5,4.7057,5,4,5,4,5,4
5,4.7057,5,4,5,4,5,4
5,4.6022,5,5,4,4,5,4
5,4.6022,5,5,4,4,5,4
5,4.7375,4,5,4,5,5,4
4,4.5758,4,4,4,4,5,5
4,4.0995,5,5,4,4,4,4
5,4.5374,5,4,4,4,5,4
5,4.6091,4,4,5,4,5,4
5,4.7441,4,4,5,4,5,5
5,4.841,4,4,5,5,5,4
5,4.8077,4,4,4,5,5,5
5,4.6022,5,5,4,4,5,4
5,4.5758,4,4,4,4,5,5
5,4.6406,4,5,4,4,5,5
4,3.9381,4,4,4,4,4,4
4,3.9381,4,4,4,4,4,4
5,4.6724,5,4,4,4,5,5
5,4.6022,5,5,4,4,5,4
5,4.6724,5,4,4,4,5,5
5,4.841,4,4,5,5,5,4
5,4.6724,5,4,4,4,5,5
5,4.0347,5,4,4,4,4,4
5,4.6739,4,5,5,4,5,4
5,4.6406,4,5,4,4,5,5
5,5.1374,5,5,5,5,5,5
5,4.5056,4,5,4,4,5,4
4,4.6022,5,5,4,4,5,4
5,5.1374,5,5,5,5,5,5
5,4.6658,5,5,3,5,5,4
3,4.2023,4,5,3,4,5,3
5,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
5,4.9055,5,5,5,4,5,5
4,4.0029,4,5,4,4,4,4
3,4.2023,4,5,3,4,5,3
5,4.6347,5,5,5,5,4,5
4,4.17,4,4,4,5,4,4
5,4.7705,5,5,5,4,5,4
5,4.6409,3,5,4,5,5,4
5,4.9691,5,5,4,5,5,5
4,4.1639,5,5,3,4,5,2
5,5.1374,5,5,5,5,5,5
4,4.8341,5,5,4,5,5,4
4,4.6022,5,5,4,4,5,4
5,4.7375,4,5,4,5,5,4
5,5.1374,5,5,5,5,5,5
4,4.5056,4,5,4,4,5,4
5,4.6347,5,5,5,5,4,5
4,4.1685,5,3,3,5,4,5
5,4.9055,5,5,5,4,5,5
4,3.9381,4,4,4,4,4,4
4,4.0029,4,5,4,4,4,4
4,4.6022,5,5,4,4,5,4
5,5.1374,5,5,5,5,5,5
5,5.0024,5,5,5,5,5,4
5,5.1374,5,5,5,5,5,5
4,3.9381,4,4,4,4,4,4
5,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
4,4.4664,5,5,4,5,4,5
5,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
3,3.6693,4,5,5,3,4,2
5,4.5374,5,4,4,4,5,4
5,4.8674,5,5,5,5,5,3
5,5.0024,5,5,5,5,5,4
5,5.1374,5,5,5,5,5,5
5,4.9691,5,5,4,5,5,5
5,4.8077,4,4,4,5,5,5
4,3.9381,4,4,4,4,4,4
5,4.6739,4,5,5,4,5,4
5,4.6724,5,4,4,4,5,5
4,3.9381,4,4,4,4,4,4
5,4.7375,4,5,4,5,5,4
5,4.6724,5,4,4,4,5,5
5,4.7693,5,4,4,5,5,4
5,4.7375,4,5,4,5,5,4
4,4.5056,4,5,4,4,5,4
5,4.4408,4,4,4,4,5,4
5,4.6022,5,5,4,4,5,4
5,4.7693,5,4,4,5,5,4
5,4.7441,4,4,5,4,5,5
4,3.4354,4,4,4,4,3,4
4,4.0029,4,5,4,4,4,4
5,4.6724,5,4,4,4,5,5
5,4.7057,5,4,5,4,5,4
5,4.7693,5,4,4,5,5,4
5,4.6727,4,4,4,5,5,4
5,4.8077,4,4,4,5,5,5
4,4.5374,5,4,4,4,5,4
5,4.7057,5,4,5,4,5,4
4,4.6724,5,4,4,4,5,5
5,4.6406,4,5,4,4,5,5
5,4.841,4,4,5,5,5,4
5,4.7441,4,4,5,4,5,5
5,4.6739,4,5,5,4,5,4
5,4.841,4,4,5,5,5,4
5,4.841,4,4,5,5,5,4
5,4.1379,4,5,4,4,4,5
5,4.6406,4,5,4,4,5,5
5,4.7441,4,4,5,4,5,5
5,4.6739,4,5,5,4,5,4
5,4.841,4,4,5,5,5,4
5,4.7375,4,5,4,5,5,4
5,4.6022,5,5,4,4,5,4
5,4.6724,5,4,4,4,5,5
5,4.6022,5,5,4,4,5,4
5,4.6724,5,4,4,4,5,5
5,4.6739,4,5,5,4,5,4
5,4.7057,5,4,5,4,5,4
5,4.6739,4,5,5,4,5,4
5,4.841,4,4,5,5,5,4
5,4.7693,5,4,4,5,5,4
5,4.5758,4,4,4,4,5,5
5,4.841,4,4,5,5,5,4
5,4.6406,4,5,4,4,5,5
5,4.7693,5,4,4,5,5,4
5,4.6739,4,5,5,4,5,4
4,4.5374,5,4,4,4,5,4
5,4.6727,4,4,4,5,5,4
5,4.6022,5,5,4,4,5,4
5,4.6724,5,4,4,4,5,5
5,4.6724,5,4,4,4,5,5
5,4.7375,4,5,4,5,5,4
5,4.6739,4,5,5,4,5,4
5,4.6022,5,5,4,4,5,4
5,4.841,4,4,5,5,5,4
5,4.6406,4,5,4,4,5,5
5,4.6406,4,5,4,4,5,5
5,4.7693,5,4,4,5,5,4
4,4.6727,4,4,4,5,5,4
4,3.4354,4,4,4,4,3,4
4,4.7057,5,4,5,4,5,4
4,4.0029,4,5,4,4,4,4
4,4.5758,4,4,4,4,5,5
5,3.9381,4,4,4,4,4,4
5,4.841,4,4,5,5,5,4
3,3.0685,4,4,4,3,3,3
5,4.7375,4,5,4,5,5,4
3,3.5002,4,5,4,4,3,4
4,3.5002,4,5,4,4,3,4
4,3.9381,4,4,4,4,4,4
4,4.2737,4,5,4,3,5,4
3,3.2038,3,4,4,4,3,3
5,4.7441,4,4,5,4,5,5
4,3.9381,4,4,4,4,4,4
4,4.0347,5,4,4,4,4,4
5,4.7693,5,4,4,5,5,4
5,4.841,4,4,5,5,5,4
5,4.6739,4,5,5,4,5,4
5,4.6727,4,4,4,5,5,4
5,4.841,4,4,5,5,5,4
5,4.6739,4,5,5,4,5,4
5,4.6406,4,5,4,4,5,5
5,4.6739,4,5,5,4,5,4
5,4.5374,5,4,4,4,5,4
5,4.7057,5,4,5,4,5,4
4,4.1064,4,4,5,4,4,4
4,4.4408,4,4,4,4,5,4
5,4.6406,4,5,4,4,5,5
5,4.8077,4,4,4,5,5,5
5,4.7375,4,5,4,5,5,4
5,4.6406,4,5,4,4,5,5
5,4.5758,4,4,4,4,5,5
5,4.6406,4,5,4,4,5,5
4,4.7693,5,4,4,5,5,4
5,4.5374,5,4,4,4,5,4
5,4.841,4,4,5,5,5,4
5,4.841,4,4,5,5,5,4
5,4.6724,5,4,4,4,5,5
5,4.7375,4,5,4,5,5,4
5,3.8733,4,3,4,4,4,4
2,1.8318,2,4,4,4,1,1
5,4.7375,4,5,4,5,5,4
4,3.9381,4,4,4,4,4,4
5,4.6091,4,4,5,4,5,4
4,3.8412,4,4,4,3,4,5
5,4.6406,4,5,4,4,5,5
4,4.0029,4,5,4,4,4,4
5,4.5374,5,4,4,4,5,4
4,4.3772,4,4,5,3,5,4
4,3.8346,4,5,3,4,4,4
4,3.9381,4,4,4,4,4,4
2,3.4998,4,4,3,4,4,2
5,4.5056,4,5,4,4,5,4
4,4.0347,5,4,4,4,4,4
5,4.8077,4,4,4,5,5,5
4,4.0347,5,4,4,4,4,4
5,4.8077,4,4,4,5,5,5
5,4.6739,4,5,5,4,5,4
5,4.5758,4,4,4,4,5,5
5,4.6727,4,4,4,5,5,4
5,4.7693,5,4,4,5,5,4
3,3.1069,3,4,4,3,3,4
5,4.6727,4,4,4,5,5,4
3,3.3388,3,4,4,4,3,4
3,3.0677,4,4,4,4,2,5
4,4.4408,4,4,4,4,5,4
5,4.6406,4,5,4,4,5,5
3,3.705,4,3,3,4,4,4
4,4.6724,5,4,4,4,5,5
5,4.8077,4,4,4,5,5,5
3,4.0739,4,4,4,3,5,3
4,4.4408,4,4,4,4,5,4
5,4.7693,5,4,4,5,5,4
4,3.9381,4,4,4,4,4,4
4,4.5374,5,4,4,4,5,4
5,4.7693,5,4,4,5,5,4
2,2.4041,4,3,4,2,2,4
5,4.7693,5,4,4,5,5,4
5,4.841,4,4,5,5,5,4
5,4.5374,5,4,4,4,5,4
4,3.7062,4,4,4,3,4,4
3,4.1759,3,4,3,4,5,4
4,4.0995,5,5,4,4,4,4
5,4.7441,4,4,5,4,5,5
1,4.3058,4,4,4,4,5,3
5,4.7693,5,4,4,5,5,4
5,4.6727,4,4,4,5,5,4
5,4.5758,4,4,4,4,5,5
5,4.6022,5,5,4,4,5,4
5,4.6091,4,4,5,4,5,4
5,4.5758,4,4,4,4,5,5
3,4.3373,4,5,3,4,5,4
5,4.6022,5,5,4,4,5,4
5,4.6727,4,4,4,5,5,4
5,4.7057,5,4,5,4,5,4
5,4.6406,4,5,4,4,5,5
5,4.841,4,4,5,5,5,4
5,4.8077,4,4,4,5,5,5
4,3.8031,4,4,4,4,4,3
5,4.7375,4,5,4,5,5,4
4,3.9381,4,4,4,4,4,4
5,4.8077,4,4,4,5,5,5
5,4.5758,4,4,4,4,5,5
4,4.0739,4,4,4,3,5,3
4,4.0347,5,4,4,4,4,4
5,4.7441,4,4,5,4,5,5
5,4.6739,4,5,5,4,5,4
5,4.8077,4,4,4,5,5,5
5,4.6022,5,5,4,4,5,4
5,4.5056,4,5,4,4,5,4
4,3.8031,4,4,4,4,4,3
5,4.6724,5,4,4,4,5,5
5,4.6724,5,4,4,4,5,5
5,1.3293,4,4,4,1,1,1
5,4.841,4,4,5,5,5,4
5,4.5758,4,4,4,4,5,5
5,4.841,4,4,5,5,5,4
5,4.6091,4,4,5,4,5,4
4,4.7693,5,4,4,5,5,4
5,4.7441,4,4,5,4,5,5
5,3.9381,4,4,4,4,4,4
5,4.6406,4,5,4,4,5,5
5,4.6022,5,5,4,4,5,4
5,4.5056,4,5,4,4,5,4
5,4.6022,5,5,4,4,5,4
5,4.4408,4,4,4,4,5,4
5,4.5758,4,4,4,4,5,5
5,4.305,4,4,4,5,4,5
5,4.841,4,4,5,5,5,4
4,3.9381,4,4,4,4,4,4
5,4.7057,5,4,5,4,5,4
5,4.8077,4,4,4,5,5,5
5,4.7693,5,4,4,5,5,4
5,4.7375,4,5,4,5,5,4
5,4.6724,5,4,4,4,5,5
5,4.7441,4,4,5,4,5,5
5,4.6091,4,4,5,4,5,4
5,4.6724,5,4,4,4,5,5
5,4.6724,5,4,4,4,5,5
4,4.4408,4,4,4,4,5,4
5,4.4408,4,4,4,4,5,4
5,4.7693,5,4,4,5,5,4
5,4.7057,5,4,5,4,5,4
4,4.1064,4,4,5,4,4,4
4,4.0347,5,4,4,4,4,4
5,4.7375,4,5,4,5,5,4
5,4.8077,4,4,4,5,5,5
5,4.7693,5,4,4,5,5,4
5,4.7057,5,4,5,4,5,4
5,4.7693,5,4,4,5,5,4
5,4.8077,4,4,4,5,5,5
5,4.7441,4,4,5,4,5,5
4,4.4408,4,4,4,4,5,4
5,4.7057,5,4,5,4,5,4
5,4.6406,4,5,4,4,5,5
5,4.6739,4,5,5,4,5,4
5,4.6727,4,4,4,5,5,4
4,3.9381,4,4,4,4,4,4
5,4.6022,5,5,4,4,5,4
5,4.7693,5,4,4,5,5,4
5,4.6022,5,5,4,4,5,4
5,4.5758,4,4,4,4,5,5
5,4.6022,5,5,4,4,5,4
5,4.6406,4,5,4,4,5,5
5,4.6022,5,5,4,4,5,4
5,4.8077,4,4,4,5,5,5
5,4.6724,5,4,4,4,5,5
5,4.5374,5,4,4,4,5,4
5,4.7441,4,4,5,4,5,5
5,4.5758,4,4,4,4,5,5
5,4.8077,4,4,4,5,5,5
5,4.841,4,4,5,5,5,4
4,4.6091,4,4,5,4,5,4
4,4.4408,4,4,4,4,5,4
5,4.5374,5,4,4,4,5,4
4,4.6022,5,5,4,4,5,4
5,3.9381,4,4,4,4,4,4
5,4.6406,4,5,4,4,5,5
4,4.4408,4,4,4,4,5,4
5,4.5758,4,4,4,4,5,5
5,4.7057,5,4,5,4,5,4
5,4.6727,4,4,4,5,5,4
5,4.6739,4,5,5,4,5,4
3,3.6414,4,3,4,3,4,4
5,4.6091,4,4,5,4,5,4
5,4.6739,4,5,5,4,5,4
4,4.5056,4,5,4,4,5,4
2,4.376,4,3,4,4,5,4
5,4.5758,4,4,4,4,5,5
3,3.499,4,4,3,5,3,4
5,4.7375,4,5,4,5,5,4
5,4.6739,4,5,5,4,5,4
5,4.6739,4,5,5,4,5,4
5,4.5758,4,4,4,4,5,5
5,4.6724,5,4,4,4,5,5
5,4.6406,4,5,4,4,5,5
4,4.3058,4,4,4,4,5,3
4,4.4408,4,4,4,4,5,4
5,4.6406,4,5,4,4,5,5
5,4.6406,4,5,4,4,5,5
5,4.7057,5,4,5,4,5,4
5,4.6091,4,4,5,4,5,4
4,3.4036,3,5,4,4,3,4
5,4.7375,4,5,4,5,5,4
4,4.4741,4,4,5,4,5,3
5,4.841,4,4,5,5,5,4
5,4.7693,5,4,4,5,5,4
3,3.1387,4,3,4,3,3,4
5,4.7057,5,4,5,4,5,4
5,4.6724,5,4,4,4,5,5
5,4.7057,5,4,5,4,5,4
5,4.7375,4,5,4,5,5,4
4,4.4408,4,4,4,4,5,4
5,4.7693,5,4,4,5,5,4
4,4.5758,4,4,4,4,5,5
5,4.6406,4,5,4,4,5,5
5,4.5056,4,5,4,4,5,4
5,4.8077,4,4,4,5,5,5
5,4.0347,5,4,4,4,4,4
5,4.7441,4,4,5,4,5,5
5,4.6406,4,5,4,4,5,5
5,4.6406,4,5,4,4,5,5
5,4.6739,4,5,5,4,5,4
4,3.9381,4,4,4,4,4,4
5,4.5056,4,5,4,4,5,4
4,4.5374,5,4,4,4,5,4
5,4.6724,5,4,4,4,5,5
5,4.6406,4,5,4,4,5,5
5,4.7057,5,4,5,4,5,4
5,4.8077,4,4,4,5,5,5
5,4.6022,5,5,4,4,5,4
5,4.7441,4,4,5,4,5,5
5,4.6022,5,5,4,4,5,4
5,4.7057,5,4,5,4,5,4
5,4.6091,4,4,5,4,5,4
5,4.6724,5,4,4,4,5,5
5,4.1697,5,4,4,4,4,5
5,4.841,4,4,5,5,5,4
5,4.6406,4,5,4,4,5,5
5,4.7441,4,4,5,4,5,5
5,4.6739,4,5,5,4,5,4
5,4.8077,4,4,4,5,5,5
5,4.4408,4,4,4,4,5,4
5,4.8077,4,4,4,5,5,5
5,4.6724,5,4,4,4,5,5
5,4.4408,4,4,4,4,5,4
5,4.6727,4,4,4,5,5,4
4,4.0347,5,4,4,4,4,4
5,4.8077,4,4,4,5,5,5
5,4.841,4,4,5,5,5,4
5,4.841,4,4,5,5,5,4
5,4.8077,4,4,4,5,5,5
5,4.7057,5,4,5,4,5,4
5,4.7693,5,4,4,5,5,4
5,4.6406,4,5,4,4,5,5
5,4.7375,4,5,4,5,5,4
5,4.7693,5,4,4,5,5,4
5,4.5374,5,4,4,4,5,4
5,4.7057,5,4,5,4,5,4
5,4.7057,5,4,5,4,5,4
5,4.6022,5,5,4,4,5,4
5,4.6022,5,5,4,4,5,4
5,4.7375,4,5,4,5,5,4
4,4.5758,4,4,4,4,5,5
4,4.0995,5,5,4,4,4,4
5,4.5374,5,4,4,4,5,4
5,4.6091,4,4,5,4,5,4
5,4.7441,4,4,5,4,5,5
5,4.841,4,4,5,5,5,4
5,4.8077,4,4,4,5,5,5
5,4.6022,5,5,4,4,5,4
5,4.5758,4,4,4,4,5,5
5,4.6406,4,5,4,4,5,5
4,3.9381,4,4,4,4,4,4
4,3.9381,4,4,4,4,4,4
5,4.6724,5,4,4,4,5,5
5,4.6022,5,5,4,4,5,4
5,4.6724,5,4,4,4,5,5
5,4.841,4,4,5,5,5,4
5,4.6724,5,4,4,4,5,5
5,4.0347,5,4,4,4,4,4
5,4.6739,4,5,5,4,5,4
5,4.6406,4,5,4,4,5,5
5,4.6727,4,4,4,5,5,4
5,4.7441,4,4,5,4,5,5
5,4.7441,4,4,5,4,5,5
5,4.7693,5,4,4,5,5,4
5,4.6739,4,5,5,4,5,4
5,4.8077,4,4,4,5,5,5
5,4.5056,4,5,4,4,5,4
5,4.7693,5,4,4,5,5,4
5,4.6724,5,4,4,4,5,5
4,4.6091,4,4,5,4,5,4
3,3.0685,4,4,4,3,3,3
5,4.6739,4,5,5,4,5,4
5,4.841,4,4,5,5,5,4
5,4.5056,4,5,4,4,5,4
5,4.841,4,4,5,5,5,4
5,4.6091,4,4,5,4,5,4
5,4.5758,4,4,4,4,5,5
4,3.9381,4,4,4,4,4,4
5,4.6022,5,5,4,4,5,4
4,3.9381,4,4,4,4,4,4
3,3.1387,4,3,4,3,3,4
4,4.4408,4,4,4,4,5,4
5,4.7441,4,4,5,4,5,5
5,4.6724,5,4,4,4,5,5
5,4.6724,5,4,4,4,5,5
5,4.6739,4,5,5,4,5,4
5,4.6022,5,5,4,4,5,4
5,4.841,4,4,5,5,5,4
4,4.6406,4,5,4,4,5,5
5,4.6724,5,4,4,4,5,5
5,4.0347,5,4,4,4,4,4
5,4.841,4,4,5,5,5,4
3,3.1321,4,4,3,4,3,3
5,4.7057,5,4,5,4,5,4
5,4.7057,5,4,5,4,5,4
5,4.1697,5,4,4,4,4,5
5,4.6406,4,5,4,4,5,5
5,4.8077,4,4,4,5,5,5
3,3.5331,4,4,4,4,4,1
5,4.8077,4,4,4,5,5,5
5,4.7375,4,5,4,5,5,4
5,4.6091,4,4,5,4,5,4
4,4.6724,5,4,4,4,5,5
5,4.6022,5,5,4,4,5,4
4,4.5374,5,4,4,4,5,4
5,4.841,4,4,5,5,5,4
5,4.7375,4,5,4,5,5,4
4,3.9381,4,4,4,4,4,4
5,4.7375,4,5,4,5,5,4
5,5.1374,5,5,5,5,5,5
5,4.7441,4,4,5,4,5,5
5,4.7375,4,5,4,5,5,4
5,4.7057,5,4,5,4,5,4
5,4.6406,4,5,4,4,5,5
5,4.4741,4,4,5,4,5,3
5,4.6406,4,5,4,4,5,5
5,4.6406,4,5,4,4,5,5
4,3.9381,4,4,4,4,4,4
5,4.7693,5,4,4,5,5,4
4,3.1705,3,4,3,4,3,4
5,4.6724,5,4,4,4,5,5
5,4.7693,5,4,4,5,5,4
5,4.7441,4,4,5,4,5,5
5,4.841,4,4,5,5,5,4
5,4.7441,4,4,5,4,5,5
4,3.9381,4,4,4,4,4,4
5,4.6739,4,5,5,4,5,4
4,3.8997,5,4,4,4,4,3
5,4.8077,4,4,4,5,5,5
5,4.6739,4,5,5,4,5,4
5,4.8077,4,4,4,5,5,5
5,4.8077,4,4,4,5,5,5
5,4.7693,5,4,4,5,5,4
5,4.841,4,4,5,5,5,4
5,4.6724,5,4,4,4,5,5
5,4.841,4,4,5,5,5,4
5,4.6022,5,5,4,4,5,4
5,4.6739,4,5,5,4,5,4
5,4.6739,4,5,5,4,5,4
5,4.8077,4,4,4,5,5,5
5,4.6091,4,4,5,4,5,4
5,4.5758,4,4,4,4,5,5
5,4.5758,4,4,4,4,5,5
5,4.1379,4,5,4,4,4,5
5,4.5374,5,4,4,4,5,4
5,4.0995,5,5,4,4,4,4
5,4.7375,4,5,4,5,5,4
5,4.7441,4,4,5,4,5,5
5,4.6406,4,5,4,4,5,5
5,4.8077,4,4,4,5,5,5
5,4.6022,5,5,4,4,5,4
5,4.7441,4,4,5,4,5,5
5,4.841,4,4,5,5,5,4
4,4.0029,4,5,4,4,4,4
5,4.7375,4,5,4,5,5,4
5,4.7057,5,4,5,4,5,4
5,4.8077,4,4,4,5,5,5
5,4.6724,5,4,4,4,5,5
4,4.0029,4,5,4,4,4,4
5,4.6727,4,4,4,5,5,4
4,4.3442,3,4,4,4,5,4
5,4.5056,4,5,4,4,5,4
4,4.17,4,4,4,5,4,4
5,4.5377,4,4,4,5,5,3
5,4.7693,5,4,4,5,5,4
4,4.5758,4,4,4,4,5,5
5,4.6022,5,5,4,4,5,4
4,3.9381,4,4,4,4,4,4
4,4.5443,4,3,5,4,5,4
5,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
5,5.1374,5,5,5,5,5,5
5,4.5758,4,4,4,4,5,5
4,4.4408,4,4,4,4,5,4
5,5.0726,5,4,5,5,5,5
5,5.1374,5,5,5,5,5,5
5,4.17,4,4,4,5,4,4
5,5.0078,5,3,5,5,5,5
5,4.9043,5,4,4,5,5,5
4,3.4366,4,5,5,3,3,4
5,4.8089,4,5,5,4,5,5
4,4.0347,5,4,4,4,4,4
5,5.1374,5,5,5,5,5,5
4,4.7441,4,4,5,4,5,5
5,4.7375,4,5,4,5,5,4
5,4.6091,4,4,5,4,5,4
5,4.841,4,4,5,5,5,4
4,4.0347,5,4,4,4,4,4
5,5.1374,5,5,5,5,5,5
4,4.2414,4,4,5,4,4,5
5,5.1374,5,5,5,5,5,5
5,4.8077,4,4,4,5,5,5
4,3.9381,4,4,4,4,4,4
5,4.6022,5,5,4,4,5,4
5,4.6739,4,5,5,4,5,4
5,4.7441,4,4,5,4,5,5
5,4.6022,5,5,4,4,5,4
4,4.6347,5,5,5,5,4,5
5,5.1374,5,5,5,5,5,5
5,4.6347,5,5,5,5,4,5
5,5.1374,5,5,5,5,5,5
